operation,gpu_util,mem_used_MB,elapsed_time_sec,FLOPs,energy_consumed_kWh,total_gpu_energy_kWh,total_cpu_energy_kWh,total_ram_energy_kWh,seq_len,memory_access,d_model
Final Projection,0,2223,0.0005273600101470947,13421772800,0.0004906517776108555,0.00027289971832118455,0.00014408229821019045,7.366976107948036e-05,1024,43054530560,320
QKV Projections,0,1793,0.0010256383895874024,57982058496,4.366695167911646e-05,2.455679742325856e-05,1.2586621624845326e-05,6.523532631012572e-06,1024,51665436672,384
Attention Scores,0,2305,0.001219379186630249,51539607552,0.00015893277336603983,8.911284906716332e-05,4.568996832972306e-05,2.412995596915344e-05,1024,51665436672,384
attention_softmax,0,2305,0.000501145601272583,524288,0.0002819078069440367,0.00015762795943885521,8.158288998848214e-05,4.26969575166993e-05,1024,51665436672,384
Attention Output,0,2305,0.0009080832004547118,51539607552,0.0003897689274833887,0.0002174652295281021,0.00011343784902798498,5.886584892730161e-05,1024,51665436672,384
Final Projection,0,2305,0.0004988928020000458,19327352832,0.0004962751412312397,0.000276693221355373,0.00014478891060881418,7.479300926705253e-05,1024,51665436672,384
QKV Projections,0,2083,0.0013213696002960205,78920024064,4.4138567937416595e-05,2.4312130560844024e-05,1.3212616292306196e-05,6.613821084266366e-06,1024,60276342784,448
Attention Scores,0,2595,0.001372364830970764,60129542144,0.00015231540027340826,8.460284545890318e-05,4.498940354704895e-05,2.2723151267456107e-05,1024,60276342784,448
attention_softmax,0,2595,0.0005048320114612579,524288,0.0002588026085546851,0.0001436220037838609,7.647409723478376e-05,3.870650753604037e-05,1024,60276342784,448
Attention Output,0,2595,0.0009605120062828064,60129542144,0.0003661792535143399,0.0002033986627161255,0.0001080585427800982,5.472204801811614e-05,1024,60276342784,448
Final Projection,0,2595,0.0005939199924468994,26306674688,0.00047412397091312357,0.0002630723771240184,0.0001400396169760476,7.101197681305755e-05,1024,60276342784,448
QKV Projections,1,2289,0.0014432255983352661,103079215104,4.5715772739390425e-05,2.5437798129956945e-05,1.3526854265919927e-05,6.751120343513546e-06,1024,68887248896,512
Attention Scores,0,2801,0.001384652829170227,68719476736,0.00015552175690125927,8.663795819856546e-05,4.577725262177325e-05,2.3106546080920573e-05,1024,68887248896,512
attention_softmax,0,2801,0.0004929536044597625,524288,0.00026345786916334946,0.0001465187838817883,7.763981527846992e-05,3.9299270003091246e-05,1024,68887248896,512
Attention Output,0,2801,0.0009865216016769409,68719476736,0.00037075202614718464,0.00020596810921915675,0.00010935965959876925,5.542425732925868e-05,1024,68887248896,512
Final Projection,0,2801,0.0006373376011848449,34359738368,0.0004773800624431828,0.0002650405453650251,0.00014086307657926053,7.147644049889728e-05,1024,68887248896,512
QKV Projections,1,2495,0.0018419712305068972,130459631616,4.687591630287182e-05,2.6615410182273535e-05,1.34813768406487e-05,6.7791292799495816e-06,1024,77498155008,576
Attention Scores,0,3007,0.0014505984067916867,77309411328,0.0001678691458065552,9.36865193963854e-05,4.9161971385101864e-05,2.5020655025067926e-05,1024,77498155008,576
attention_softmax,0,3007,0.0004917248010635376,524288,0.00028425477775079823,0.0001583764044802649,8.337014569606378e-05,4.250822757446958e-05,1024,77498155008,576
Attention Output,0,3007,0.00118743040561676,77309411328,0.0003926576801471952,0.0002186326749068712,0.00011531904925516567,5.870595598515847e-05,1024,77498155008,576
Final Projection,0,3007,0.0007708672046661377,43486543872,0.0005006511381088791,0.00027850677836198655,0.00014719963409294702,7.494472565394566e-05,1024,77498155008,576
QKV Projections,1,2697,0.001991270422935486,161061273600,4.516000508258476e-05,2.502040890632884e-05,1.3456504654084378e-05,6.6830915221715385e-06,1024,86109061120,640
Attention Scores,0,3209,0.0015349759817123412,85899345920,0.00015569035903390094,8.646868028847621e-05,4.600630269390154e-05,2.3215376051523153e-05,1024,86109061120,640
attention_softmax,0,3209,0.0004997119963169097,524288,0.0002659266152063518,0.0001478716738553487,7.833313444423452e-05,3.972180690676853e-05,1024,86109061120,640
Attention Output,0,3209,0.0011849728107452392,85899345920,0.00037341270376564835,0.00020750761045178477,0.0001099724824779151,5.593261083594843e-05,1024,86109061120,640
Final Projection,0,3209,0.0008146943926811218,53687091200,0.00048306608754841067,0.00026869782606979696,0.00014205483675488887,7.231342472372486e-05,1024,86109061120,640
QKV Projections,0,2905,0.002314444828033447,194884141056,4.70223480846797e-05,2.724374401950058e-05,1.3147795184893438e-05,6.6308088802856866e-06,1024,94719967232,704
Attention Scores,0,3417,0.0016062463760375977,94489280512,0.00015778376908203297,8.900334898527262e-05,4.550678407206337e-05,2.3273636024696976e-05,1024,94719967232,704
attention_softmax,0,3417,0.0004993023931980133,524288,0.0002666661108670427,0.00014948111958972276,7.741899204625367e-05,3.9765999231066294e-05,1024,94719967232,704
Attention Output,0,3417,0.0012142592430114745,94489280512,0.00037537936185116954,0.00021015916813027502,0.0001091912560751568,5.602893764573781e-05,1024,94719967232,704
Final Projection,0,3417,0.0009256960034370421,64961380352,0.00048397713010292915,0.00027098977235056053,0.00014084032183883248,7.214703591353622e-05,1024,94719967232,704
QKV Projections,1,3273,0.0024895488262176514,231928233984,4.684467383477051e-05,2.6150354253928755e-05,1.3690448896793665e-05,7.003870684048092e-06,1024,103330873344,768
Attention Scores,1,3785,0.0017428479671478272,103079215104,0.00016277036681175186,9.102112837240383e-05,4.7332299254696734e-05,2.4416939184651295e-05,1024,103330873344,768
attention_softmax,0,3785,0.0005031935930252076,524288,0.0002706584625981177,0.00015089284293807738,7.907623937205028e-05,4.06893802879901e-05,1024,103330873344,768
Attention Output,0,3785,0.0012806144237518312,103079215104,0.0003797860659806469,0.0002116516137661506,0.00011106154507138557,5.707290714311069e-05,1024,103330873344,768
Final Projection,0,3785,0.0009773055911064146,77309411328,0.000490128408569639,0.0002732377741466507,0.00014330090175173927,7.358973267124898e-05,1024,103330873344,768
QKV Projections,1,3481,0.0028932096004486083,272193552384,4.546620030748802e-05,2.5107020088910304e-05,1.3557450845950656e-05,6.801729372627065e-06,1024,111941779456,832
Attention Scores,1,3993,0.0017395711898803713,111669149696,0.00015668420316050944,8.672401382625594e-05,4.647857196060446e-05,2.3481617373649058e-05,1024,111941779456,832
attention_softmax,0,3993,0.0004968448042869568,524288,0.00026908050661849156,0.00014915095265664036,7.953367446022061e-05,4.039587950163059e-05,1024,111941779456,832
Attention Output,1,3993,0.001434828805923462,111669149696,0.00038206602577156817,0.00021170583603478122,0.00011326088149752047,5.7099308239266444e-05,1024,111941779456,832
Final Projection,0,3993,0.0010909695863723756,90731184128,0.0004972418801549058,0.0002731853852182553,0.00015015732090353757,7.389917403311292e-05,1024,111941779456,832
QKV Projections,1,3689,0.0031021056175231936,315680096256,5.520740622862762e-05,2.630635437839146e-05,2.1939392384833553e-05,6.9616594654026045e-06,1024,120552685568,896
Attention Scores,0,4201,0.0018763776302337647,120259084288,0.00017190316554463033,8.231206584881079e-05,6.797314576736241e-05,2.161795392845713e-05,1024,120552685568,896
attention_softmax,0,4201,0.0004894719958305359,524288,0.0003039993903224418,0.00014523450507439862,0.000120333172822017,3.843171242602616e-05,1024,120552685568,896
Attention Output,1,4201,0.0014692352056503298,120259084288,0.00041583093547632873,0.00019844088097329405,0.00016459161328429649,5.279844121873808e-05,1024,120552685568,896
Final Projection,0,4201,0.0011614207983016967,105226698752,0.0005360512711513424,0.00025584026022684725,0.00021215601655801155,6.805499436648349e-05,1024,120552685568,896
QKV Projections,0,3897,0.0036378623485565182,362387865600,4.8221338453658814e-05,2.3549741066375417e-05,1.867288177162859e-05,5.998715615654816e-06,1024,129163591680,960
Attention Scores,1,4409,0.001884774374961853,128849018880,0.00017128925805598726,8.31007331505873e-05,6.667846873162197e-05,2.1510056173777997e-05,1024,129163591680,960
attention_softmax,0,4409,0.000497049605846405,524288,0.00029090535490139207,0.0001400400564804727,0.00011389324661452539,3.697205180639401e-05,1024,129163591680,960
Attention Output,1,4409,0.00146800639629364,128849018880,0.0004047796280156452,0.00019469843353832063,0.0001585158346459015,5.156535983142308e-05,1024,129163591680,960
Final Projection,1,4409,0.0013174784421920776,120795955200,0.0005078849596541323,0.00024412641752746822,0.00019898578541072392,6.477275671594014e-05,1024,129163591680,960
QKV Projections,2,4105,0.0037586944103240967,412316860416,4.8402561041644466e-05,2.2606073640218936e-05,1.9496959208666845e-05,6.299528192758684e-06,1024,137774497792,1024
Attention Scores,1,4105,0.001789132785797119,137438953472,0.00016059400496104987,7.744656195640687e-05,6.281699803133683e-05,2.0330444973306167e-05,1024,137774497792,1024
attention_softmax,0,4105,0.0005130240023136139,524288,0.0002842770307376613,0.00013652988700059155,0.00011132839656264717,3.641874717442261e-05,1024,137774497792,1024
Attention Output,1,4105,0.0015208447694778442,137438953472,0.00040699021439140337,0.0001952585450958111,0.0001594755796359184,5.225608965967394e-05,1024,137774497792,1024
Final Projection,1,4105,0.0014051327943801878,137438953472,0.0005298632312819226,0.00025406070324933693,0.00020774324425001863,6.805928378256711e-05,1024,137774497792,1024
QKV Projections,0,4313,0.004566220760345458,465467080704,4.523181169489266e-05,2.2787240450838907e-05,1.6970805521077018e-05,5.473765722976734e-06,1024,146385403904,1088
Attention Scores,1,4313,0.0018307071924209592,146028888064,0.00014718067399967553,7.13136681611104e-05,5.732746869527034e-05,1.853953714329477e-05,1024,146385403904,1088
attention_softmax,0,4313,0.0004904959976673127,524288,0.0002649649261720931,0.0001276135465339223,0.000103864991703037,3.348638793513375e-05,1024,146385403904,1088
Attention Output,1,4313,0.0017070079803466799,146028888064,0.00036852114041683047,0.00017629730770281072,0.00014541166638479437,4.681216632922531e-05,1024,146385403904,1088
Final Projection,1,4313,0.0016590847730636599,155155693568,0.0004745728312865004,0.00022779390445606395,0.00018662383357672362,6.015509325371269e-05,1024,146385403904,1088
QKV Projections,2,4521,0.004910899257659912,521838526464,4.717847620063948e-05,2.2700073713366465e-05,1.8503395024927186e-05,5.975007462345832e-06,1024,154996310016,1152
Attention Scores,1,4521,0.0019390464067459106,154618822656,0.00015570445894374444,7.524750463829832e-05,6.0660117194721604e-05,1.979683711072452e-05,1024,154996310016,1152
attention_softmax,0,4521,0.0004888575971126556,524288,0.00027757467386384796,0.0001338684959812042,0.00010847806367127126,3.5228114211372505e-05,1024,154996310016,1152
Attention Output,1,4521,0.0017291264295578005,154618822656,0.00038841957962765196,0.00018666631599657536,0.00015240326231140202,4.935000131967459e-05,1024,154996310016,1152
Final Projection,1,4521,0.0017485824108123779,173946175488,0.0004987351117374929,0.00023997552531085375,0.0001953073558013151,6.345223062532407e-05,1024,154996310016,1152
QKV Projections,2,4729,0.005323980808258057,581431197696,4.849800975137916e-05,2.4079519265995943e-05,1.872989653946e-05,5.688593945923221e-06,1024,163607216128,1216
Attention Scores,1,4729,0.0020717567443847658,163208757248,0.00016639408737940787,8.115573159415135e-05,6.470800821080933e-05,2.05303475744472e-05,1024,163607216128,1216
attention_softmax,0,4729,0.000487014400959015,524288,0.00029111608461164214,0.00014111894623027865,0.00011340642261395366,3.6590715767409854e-05,1024,163607216128,1216
Attention Output,0,4729,0.001751039981842041,163208757248,0.00039402507496687515,0.0001901862077062333,0.0001540932667189585,4.974560054168348e-05,1024,163607216128,1216
Final Projection,1,4729,0.0019124223947525024,193810399232,0.0005035759989965745,0.00024273636085752058,0.00019695134372761493,6.388829441143911e-05,1024,163607216128,1216
QKV Projections,3,4937,0.005604351997375487,644245094400,4.701845854096605e-05,2.2684518148707868e-05,1.8566371297530985e-05,5.7675690947272e-06,1024,172218122240,1280
Attention Scores,1,4937,0.0020742144107818604,171798691840,0.0001562852205920152,7.659478349921755e-05,6.0444088021899095e-05,1.9246349070898575e-05,1024,172218122240,1280
attention_softmax,0,4937,0.0004999168038368225,524288,0.00026750943470193924,0.00012944921467195059,0.00010471807727439565,3.334214275559296e-05,1024,172218122240,1280
Attention Output,1,4937,0.0018163712024688722,171798691840,0.0003792514881510524,0.00018295525747760166,0.0001488278266732773,4.7468404000173376e-05,1024,172218122240,1280
Final Projection,1,4937,0.002013593554496765,214748364800,0.0004969411667925957,0.00023893280225948388,0.00019556426067350656,6.244410385960523e-05,1024,172218122240,1280
QKV Projections,3,5145,0.00641003532409668,710280216576,4.996016965169139e-05,2.4196186021185895e-05,1.9664704176194924e-05,6.0992794543105845e-06,1024,180829028352,1344
Attention Scores,1,5145,0.0021643263816833497,180388626432,0.00016637683917638564,8.04468421307547e-05,6.524406380632036e-05,2.068593323931059e-05,1024,180829028352,1344
attention_softmax,0,5145,0.0004984831929206847,524288,0.00027397318027359315,0.00013239577257877498,0.00010735370743845292,3.4223700256365244e-05,1024,180829028352,1344
Attention Output,1,5145,0.002014412760734558,180388626432,0.0004001069801601448,0.00019194876466670506,0.0001577710469945143,5.038716849892547e-05,1024,180829028352,1344
Final Projection,0,5145,0.0022827007770538327,236760072192,0.0005504720833487734,0.0002640612112436713,0.000216733989942609,6.967688216249308e-05,1024,180829028352,1344
QKV Projections,0,2891,0.00048680960536003114,7247757312,4.5322341687668364e-05,2.161135062408448e-05,1.7978738771866862e-05,5.732252291717028e-06,1152,21790457856,128
Attention Scores,0,2891,0.00078438401222229,21743271936,0.00015348956812025492,7.266739146984946e-05,6.118198850110692e-05,1.9640188149298552e-05,1152,21790457856,128
attention_softmax,1,2891,0.001453875184059143,589824,0.000268384175779058,0.00012742654638913108,0.00010652230516221967,3.4435324227707255e-05,1152,21790457856,128
Attention Output,0,2891,0.000677888000011444,21743271936,0.00038192763275704826,0.0001816564231049256,0.0001513947169490085,4.8876492703114186e-05,1152,21790457856,128
Final Projection,0,2891,0.0003547136008739471,2415919104,0.0005029121987621567,0.00023875663545211979,0.0001995416991332306,6.461386417680631e-05,1152,21790457856,128
QKV Projections,0,1547,0.0005603328108787537,16307453952,4.9624077399303124e-05,2.325479637903527e-05,2.008683823612467e-05,6.282442784143182e-06,1152,32685686784,192
Attention Scores,0,1871,0.001097932779788971,32614907904,0.00016158598005839507,7.677978364242221e-05,6.455413886549185e-05,2.0252057550480974e-05,1152,32685686784,192
attention_softmax,1,1871,0.0013981695890426637,589824,0.0002681811884904307,0.0001274399352801936,0.00010687363772106453,3.386761548917261e-05,1152,32685686784,192
Attention Output,0,1871,0.0007475200057029725,32614907904,0.0003775124924678218,0.00017951647694118832,0.00015006297810584243,4.793303742079115e-05,1152,32685686784,192
Final Projection,0,1871,0.00038236159682273864,5435817984,0.0004935443742904855,0.000234576743211079,0.0001960391774423269,6.29284536370796e-05,1152,32685686784,192
QKV Projections,0,1751,0.0008466432094573975,28991029248,6.372286410045482e-05,2.9301412331506073e-05,2.592988207722174e-05,8.491569691727005e-06,1152,43580915712,256
Attention Scores,0,2399,0.0012318720221519473,43486543872,0.0002381303648324303,0.00011194731177823768,9.493338205775575e-05,3.124967099643688e-05,1152,43580915712,256
attention_softmax,1,2399,0.001414143991470337,589824,0.0003702540337952052,0.00017442158398068842,0.00014751592084597497,4.831652896854178e-05,1152,43580915712,256
Attention Output,0,2399,0.0008417279839515686,43486543872,0.00048567111916728034,0.00022915984999443139,0.00019331076942626872,6.320049974658011e-05,1152,43580915712,256
Final Projection,0,2399,0.00044605440497398375,9663676416,0.0005999632945756047,0.0002838455604077694,0.0002382489289878791,7.78688051799561e-05,1152,43580915712,256
QKV Projections,0,1969,0.001079910385608673,45298483200,4.775471907090866e-05,2.2393851248381226e-05,1.9232342274750312e-05,6.128525547777127e-06,1152,54476144640,320
Attention Scores,0,2293,0.0012034047842025756,54358179840,0.00016831329252166887,8.020345305297383e-05,6.667443139505742e-05,2.1435408073637622e-05,1152,54476144640,320
attention_softmax,1,2293,0.0013971456050872804,589824,0.00028602794352325833,0.00013597488655676672,0.00011354646678154498,3.650659018494664e-05,1152,54476144640,320
Attention Output,0,2293,0.0010270720124244692,54358179840,0.0004048712189992663,0.00019271409861616463,0.0001605153456899513,5.1641774693150384e-05,1152,54476144640,320
Final Projection,0,2293,0.0004739072024822235,15099494400,0.0005281674916078308,0.00025169164579779134,0.00020905675846749454,6.741908734254493e-05,1152,54476144640,320
QKV Projections,0,2049,0.0010803200006484985,65229815808,5.1443011923844536e-05,2.4341075027223268e-05,2.0534895650126117e-05,6.567041246495147e-06,1152,65371373568,384
Attention Scores,0,2697,0.0013568000316619873,65229815808,0.00016633644217813918,7.903761878296223e-05,6.614526124949991e-05,2.1153562145677012e-05,1152,65371373568,384
attention_softmax,1,2697,0.0013981695890426635,589824,0.0002791336336858149,0.00013284638405295369,0.00011081873998825525,3.546850964460598e-05,1152,65371373568,384
Attention Output,0,2697,0.0010272768139839173,65229815808,0.00038883107271404097,0.00018558903735765853,0.00015382190300186892,4.9420132354513455e-05,1152,65371373568,384
Final Projection,0,2697,0.0005269503951072693,21743271936,0.0005262388267197474,0.0002512182009724029,0.00020785385733850908,6.71667684088353e-05,1152,65371373568,384
QKV Projections,0,2339,0.0014585855960845948,88785027072,5.4562019339905495e-05,2.6852354813655666e-05,2.091083200643027e-05,6.79883251981956e-06,1152,76266602496,448
Attention Scores,0,2987,0.001454899191856384,76101451776,0.00016514441687046788,7.951467472295803e-05,6.457323932521804e-05,2.1056502822291833e-05,1152,76266602496,448
attention_softmax,1,2987,0.0013873152017593383,589824,0.000275626304035615,0.00013206143898116806,0.00010843700936064935,3.512785569379758e-05,1152,76266602496,448
Attention Output,0,2987,0.0010481663942337037,76101451776,0.00038372601648485475,0.00018313653539792085,0.00015163457958534428,4.895490150158957e-05,1152,76266602496,448
Final Projection,0,2987,0.0006275071978569031,29595009024,0.0005024130250116742,0.00023932446923566886,0.00019876579617917716,6.432275959682827e-05,1152,76266602496,448
QKV Projections,1,2539,0.001497702383995056,115964116992,5.2977377597637136e-05,2.5942298528747187e-05,2.058670091379302e-05,6.448378155096929e-06,1152,87161831424,512
Attention Scores,0,3187,0.0016590848207473756,86973087744,0.00017171867864075184,8.245262151547194e-05,6.771844539693664e-05,2.1547611728343266e-05,1152,87161831424,512
attention_softmax,0,3187,0.0014110719919204714,589824,0.00032521248840104147,0.00015566312452719444,0.0001282811410137202,4.1268222860126856e-05,1152,87161831424,512
Attention Output,0,3187,0.0011239424228668214,86973087744,0.00045509673035003495,0.00021722589600088328,0.00017980708101221731,5.806375333693432e-05,1152,87161831424,512
Final Projection,0,3187,0.0007022591948509216,38654705664,0.0005764654055568344,0.00027530555357415667,0.000227530120246173,7.362973173650472e-05,1152,87161831424,512
QKV Projections,1,2897,0.0019904512166976926,146767085568,4.6207058118795604e-05,2.243724017318982e-05,1.803267842613223e-05,5.737139519473551e-06,1152,98057060352,576
Attention Scores,1,3545,0.0016949248313903806,97844723712,0.00015658306277698653,7.481872652306265e-05,6.200589654912231e-05,1.9758439704801574e-05,1152,98057060352,576
attention_softmax,1,3545,0.0014114815950393676,589824,0.000273523679361415,0.00013008465962442982,0.00010860324121585684,3.483577852112838e-05,1152,98057060352,576
Attention Output,0,3545,0.0013750272035598756,97844723712,0.0004011660288239896,0.00019087604159224726,0.0001590899852718871,5.120000195985522e-05,1152,98057060352,576
Final Projection,0,3545,0.0008065024137496948,48922361856,0.0005109841042737062,0.00024340563916993573,0.00020245809602190324,6.51203690818672e-05,1152,98057060352,576
QKV Projections,1,3013,0.0021698559761047366,181193932800,4.668328033525283e-05,2.2166739957185654e-05,1.8566566464351535e-05,5.949973913715635e-06,1152,108952289280,640
Attention Scores,0,3661,0.0017692672014236453,108716359680,0.00016141584302792436,7.731661740848495e-05,6.35976922114461e-05,2.0501533407993318e-05,1152,108952289280,640
attention_softmax,1,3661,0.0013938688039779664,589824,0.0002937778499275078,0.00014003066758121462,0.00011622842359377463,3.751875875251857e-05,1152,108952289280,640
Attention Output,1,3661,0.0013791231870651246,108716359680,0.00041353977809180885,0.00019724388001733927,0.00016335016051335585,5.294573756111366e-05,1152,108952289280,640
Final Projection,0,3661,0.0008572927951812744,60397977600,0.0005268167904013703,0.00025081208953920965,0.00020854196577788276,6.746273508427782e-05,1152,108952289280,640
QKV Projections,0,3247,0.0024451072216033934,219244658688,4.816569270426981e-05,2.3241463037493303e-05,1.8865064036483435e-05,6.059165630293067e-06,1152,119847518208,704
Attention Scores,0,3895,0.0019333120107650754,119587995648,0.00016454521039969283,7.913100774814552e-05,6.469947670398324e-05,2.071472594756405e-05,1152,119847518208,704
attention_softmax,1,3895,0.001407590389251709,589824,0.0002896235221768686,0.00013855427750968373,0.0001142288244940972,3.684042017308766e-05,1152,119847518208,704
Attention Output,1,3895,0.001455308771133423,119587995648,0.00040367061813167753,0.00019293848768242583,0.00015917013989156498,5.1561990557686734e-05,1152,119847518208,704
Final Projection,0,3895,0.0009500671982765197,73081552896,0.0005216219421381959,0.0002490741437028987,0.00020581787154305402,6.672992689224331e-05,1152,119847518208,704
QKV Projections,0,3661,0.0026298367977142336,260919263232,5.490067861990237e-05,2.6901743741092332e-05,2.1132709517263786e-05,6.866225361546247e-06,1152,130742747136,768
Attention Scores,1,4309,0.0019761152029037473,130459631616,0.00018172199526740506,8.75439589229643e-05,7.118750522773447e-05,2.299053111670632e-05,1152,130742747136,768
attention_softmax,1,4309,0.001391206407546997,589824,0.00029804884109387877,0.00014305978111153194,0.00011712163814167898,3.7867421840667854e-05,1152,130742747136,768
Attention Output,1,4309,0.001500160002708435,130459631616,0.0004117936572040252,0.00019690665752278847,0.00016241223909635292,5.2474760584883824e-05,1152,130742747136,768
Final Projection,0,4309,0.0010424320220947265,86973087744,0.0005377142982252115,0.0002572030946481618,0.00021191348019731354,6.859772337973614e-05,1152,130742747136,768
QKV Projections,1,3895,0.003262463903427124,306217746432,5.002636838681449e-05,2.4151408212702562e-05,1.9583430500065557e-05,6.291529674046368e-06,1152,141637976064,832
Attention Scores,1,4543,0.002080972838401794,141331267584,0.0001672805798335406,8.03491198396955e-05,6.56276466687417e-05,2.130381332510342e-05,1152,141637976064,832
attention_softmax,1,4543,0.001402675223350525,589824,0.0002863568033877445,0.0001374728877600262,0.00011239130446852735,3.649261115919098e-05,1152,141637976064,832
Attention Output,1,4543,0.0016883712053298952,141331267584,0.00039441982697975846,0.00018866431760073966,0.00015553575065072321,5.021975872829561e-05,1152,141637976064,832
Final Projection,0,4543,0.001202176022529602,102072582144,0.0005103268065445174,0.00024384763952483012,0.0002015147404338856,6.496442658580178e-05,1152,141637976064,832
QKV Projections,1,4129,0.0034621439933776857,355140108288,5.4450159965190036e-05,2.6360798867841594e-05,2.1239546213846876e-05,6.849814883501571e-06,1152,152533204992,896
Attention Scores,1,4777,0.002194432020187378,152202903552,0.00017612329850041434,8.451990095110773e-05,6.924508745158215e-05,2.2358310097724444e-05,1152,152533204992,896
attention_softmax,1,4777,0.0014123008012771605,589824,0.00030008036031217635,0.00014340789250368857,0.00011845321098471612,3.821925682377166e-05,1152,152533204992,896
Attention Output,1,4777,0.0017104895830154418,152202903552,0.00041957496545926427,0.0002004307158998131,0.00016571657540648873,5.342767415296241e-05,1152,152533204992,896
Final Projection,0,4777,0.0012910591840744018,118380036096,0.000541860501656747,0.00025844592897854567,0.0002143451292537445,6.906944342445679e-05,1152,152533204992,896
QKV Projections,2,4363,0.00409210877418518,407686348800,5.456587814425624e-05,2.637618776901718e-05,2.1577772373316573e-05,6.611918001922482e-06,1152,163428433920,960
Attention Scores,1,5011,0.002294374370574951,163074539520,0.00017236400069625286,8.335256668416946e-05,6.755011398449363e-05,2.1461320027589786e-05,1152,163428433920,960
attention_softmax,1,5011,0.0013914111852645875,589824,0.0002878582885193988,0.0001385656108539024,0.00011303050764655803,3.626217001893834e-05,1152,163428433920,960
Attention Output,1,5011,0.0017504256010055542,163074539520,0.00040532107049534653,0.00019454398896954218,0.00015955599625580713,5.122108526999721e-05,1152,163428433920,960
Final Projection,1,5011,0.0014557183742523194,135895449600,0.0005171410928048717,0.00024782180936995247,0.0002039390904289208,6.538019300599831e-05,1152,163428433920,960
QKV Projections,2,4597,0.004273766326904296,463856467968,4.8555751639374675e-05,2.326129638703378e-05,1.9188187961650256e-05,6.10626729069064e-06,1152,174323662848,1024
Attention Scores,1,5245,0.0024096768379211425,173946175488,0.00016775358364756306,8.116034270742035e-05,6.567883815414028e-05,2.0914402786002448e-05,1152,174323662848,1024
attention_softmax,1,5245,0.0013946880102157593,589824,0.00030982768172683426,0.00014888389688465508,0.00012184494080920912,3.909884403297005e-05,1152,174323662848,1024
Attention Output,1,5245,0.0018108416080474855,173946175488,0.0004253670770658206,0.00020398771874567955,0.00016744297206538298,5.39363862547581e-05,1152,174323662848,1024
Final Projection,1,5245,0.0015634431838989257,154618822656,0.0005439057520837775,0.0002608818198162055,0.00021401574954579752,6.90081827217746e-05,1152,174323662848,1024
QKV Projections,2,4831,0.005108326435089112,523650465792,5.202135417905595e-05,2.6060687508078216e-05,1.9534576516538718e-05,6.42609015443902e-06,1152,185218891776,1088
Attention Scores,1,5479,0.0024870912075042723,184817811456,0.0001730295555809702,8.472601221853893e-05,6.666322110831357e-05,2.16403222541177e-05,1152,185218891776,1088
attention_softmax,0,5479,0.0014020607948303223,589824,0.0003001647337623807,0.00014542950522482555,0.00011686037315489228,3.7874855382662905e-05,1152,185218891776,1088
Attention Output,1,5479,0.0020719616174697877,184817811456,0.0004532068123452509,0.00021793806323273658,0.0001775618732160528,5.770687589646158e-05,1152,185218891776,1088
Final Projection,1,5479,0.001787904000282288,174550155264,0.0005935400240131953,0.0002848336167495802,0.00023297488699087262,7.57315202727425e-05,1152,185218891776,1088
QKV Projections,2,5065,0.005288345623016358,587068342272,4.862136986975918e-05,2.353907438674696e-05,1.903409061615024e-05,6.048204866861972e-06,1152,196114120704,1152
Attention Scores,1,5065,0.0023912447929382323,195689447424,0.00017114208533632267,8.286351073252262e-05,6.691371580870853e-05,2.136485879509148e-05,1152,196114120704,1152
attention_softmax,1,5065,0.001410048007965088,589824,0.00029872569767526143,0.00014386222619933164,0.00011733219053234513,3.753128094358464e-05,1152,196114120704,1152
Attention Output,1,5065,0.0020652031898498536,195689447424,0.00041697383095530994,0.00020035354917098404,0.00016425166729011915,5.23686144942068e-05,1152,196114120704,1152
Final Projection,1,5065,0.0019156991958618167,195689447424,0.0005347239722988921,0.00025668770534963413,0.00021079419580189007,6.724207114736788e-05,1152,196114120704,1152
QKV Projections,3,5299,0.00594780158996582,654110097408,5.154158216552002e-05,2.4616686358314154e-05,2.036721701598361e-05,6.557678791222266e-06,1152,207009349632,1216
Attention Scores,1,5299,0.0025100287914276123,206561083392,0.00017858329401561655,8.647623584749909e-05,6.94712199102665e-05,2.2635838257850946e-05,1152,207009349632,1216
attention_softmax,0,5299,0.0014174207925796507,589824,0.00030133041518653363,0.00014554444976724312,0.00011752091946110651,3.8265045958184e-05,1152,207009349632,1216
Attention Output,1,5299,0.002116403245925903,206561083392,0.000429079338379083,0.00020655516524072936,0.00016794997474876283,5.457419838959072e-05,1152,207009349632,1216
Final Projection,1,5299,0.0020979711532592774,218036699136,0.0005474218017317502,0.00026337632180997164,0.00021454956213951392,6.949591778226446e-05,1152,207009349632,1216
QKV Projections,0,5533,0.006255411243438721,724775731200,5.3654565468502106e-05,2.623679876663232e-05,2.0923418905386195e-05,6.494347796483596e-06,1152,217904578560,1280
Attention Scores,1,5533,0.0026148864746093755,217432719360,0.00017372338335835773,8.498606798852393e-05,6.730339356489385e-05,2.143392180493992e-05,1152,217904578560,1280
attention_softmax,1,5533,0.0014004224300384522,589824,0.0002942400648429794,0.00014229761383433015,0.00011502462040851036,3.6917830600138824e-05,1152,217904578560,1280
Attention Output,1,5533,0.0022394879341125487,217432719360,0.0004442160201697454,0.00021383128217493662,0.0001742784055337225,5.610633246108625e-05,1152,217904578560,1280
Final Projection,1,5533,0.0021966848373413087,241591910400,0.0005840409975318952,0.00028052116886030377,0.0002294929920942452,7.402683657734627e-05,1152,217904578560,1280
